iter	Logloss
0	0.6477988741
1	0.6156580765
2	0.5788061728
3	0.5431377037
4	0.5078078922
5	0.4787668233
6	0.455127977
7	0.4292936507
8	0.4022274335
9	0.3817684312
10	0.3652518003
11	0.3528964747
12	0.3353130451
13	0.3163405063
14	0.3037149181
15	0.2912195244
16	0.2819696706
17	0.2728293269
18	0.2632823837
19	0.2519648981
20	0.2453582747
21	0.2380347034
22	0.2308630962
23	0.2228401396
24	0.2170120972
25	0.2112218136
26	0.2063652701
27	0.1995453973
28	0.1945440131
29	0.188756312
30	0.1849161068
31	0.1806361991
32	0.1773814395
33	0.1742830735
34	0.1702869492
35	0.1663814403
36	0.1633885101
37	0.1592659377
38	0.1561178199
39	0.1528732351
40	0.1496514056
41	0.1469458589
42	0.1451265237
43	0.1436265102
44	0.140870893
45	0.1378008449
46	0.1362198986
47	0.134691702
48	0.1330194839
49	0.1312926346
50	0.1294791838
51	0.1269828852
52	0.1254371272
53	0.1233742061
54	0.1215743071
55	0.1199026432
56	0.1188957943
57	0.1178094041
58	0.1166686672
59	0.1155627548
60	0.1143730595
61	0.1132487124
62	0.1122254692
63	0.1114078116
64	0.1104511354
65	0.1092200098
66	0.1081690405
67	0.107172517
68	0.1058408073
69	0.104610937
70	0.1032658529
71	0.102359255
72	0.1014461477
73	0.1005367153
74	0.09957679219
75	0.09884846136
76	0.09800653994
77	0.09719665394
78	0.09628314618
79	0.09528138192
80	0.09445608629
81	0.09376672606
82	0.09312220581
83	0.09237391852
84	0.09161329897
85	0.09096042227
86	0.09026096614
87	0.08938539599
88	0.08883181239
89	0.08815333231
90	0.08709075353
91	0.08613458627
92	0.08525506262
93	0.0847063663
94	0.0840849379
95	0.08334698488
96	0.08262053379
97	0.08190799617
98	0.0812711737
99	0.08064397147
100	0.08002653673
101	0.07945649355
102	0.07900043509
103	0.07845631519
104	0.07783952677
105	0.07728548898
106	0.07679995761
107	0.07626441259
108	0.07553846008
109	0.07503150761
110	0.07443559009
111	0.07373961925
112	0.07303247323
113	0.07249722578
114	0.0721537282
115	0.07167201361
116	0.07123878989
117	0.07088979431
118	0.07038078022
119	0.06994937953
120	0.06955194647
121	0.06913148969
122	0.06865034157
123	0.06809139513
124	0.06760912138
125	0.06721244209
126	0.0667793648
127	0.06634053802
128	0.06589899074
129	0.06535044986
130	0.06496240651
131	0.06444522191
132	0.06403229086
133	0.06360633181
134	0.06338774404
135	0.06289073582
136	0.0624567965
137	0.06204393697
138	0.06166056433
139	0.06125285828
140	0.06090946454
141	0.06045818625
142	0.06014841893
143	0.05982456122
144	0.0594050913
145	0.05903550217
146	0.05869646825
147	0.05816667211
148	0.05765220637
149	0.05730481961
150	0.05689589525
151	0.0565155481
152	0.05613626962
153	0.05572894101
154	0.05532486281
155	0.05491616511
156	0.05452135675
157	0.0541393168
158	0.05396176996
159	0.05351808858
160	0.05330262212
161	0.05293116014
162	0.05238583979
163	0.05212473983
164	0.05172009794
165	0.05140604762
166	0.05096669235
167	0.05065568581
168	0.05035631666
169	0.04997677589
170	0.04976941226
171	0.0493264673
172	0.04901520815
173	0.04857592344
174	0.04822668081
175	0.04793378346
176	0.04765336384
177	0.04731093744
178	0.04705124995
179	0.0467496096
180	0.04640862382
181	0.04590201117
182	0.04557756381
183	0.04536207436
184	0.04508248245
185	0.0447911677
186	0.04452616209
187	0.04421508735
188	0.04392951781
189	0.04359834953
190	0.04338442805
191	0.04314942494
192	0.04290757974
193	0.04273114476
194	0.04246039124
195	0.0422086815
196	0.04194724172
197	0.04165232674
198	0.04140067127
199	0.04116691348
200	0.04083570434
201	0.04056906012
202	0.04027896046
203	0.04008333274
204	0.03980063521
205	0.03967151304
206	0.03931397306
207	0.03899558644
208	0.03869692583
209	0.03839986116
210	0.03816746289
211	0.03787591878
212	0.03765836396
213	0.03726898217
214	0.03708671069
215	0.03685655801
216	0.03660825434
217	0.036400011
218	0.0361106286
219	0.03582739351
220	0.03561029262
221	0.03538245549
222	0.03509287395
223	0.0348838644
224	0.03466166098
225	0.03440370671
226	0.03414813707
227	0.03397009083
228	0.03374831494
229	0.03355199488
230	0.03331940009
231	0.03312077059
232	0.0328586355
233	0.03264032841
234	0.03240981388
235	0.03220906996
236	0.03201482624
237	0.03175231092
238	0.03149882738
239	0.03126402218
240	0.0310424105
241	0.03089703728
242	0.03070846325
243	0.0305028791
244	0.03032051554
245	0.03015124044
246	0.02997660332
247	0.02973734997
248	0.02952213692
249	0.02940123143
250	0.02919868827
251	0.02895623626
252	0.02878866729
253	0.02859449247
254	0.02845398919
255	0.02826154829
256	0.02808910301
257	0.02794353031
258	0.02779861711
259	0.02762897493
260	0.02739221883
261	0.02724296837
262	0.0269999782
263	0.026822971
264	0.02665204439
265	0.0264924137
266	0.02631534047
267	0.02621802771
268	0.0260937254
269	0.02594058332
270	0.02577199438
271	0.02553445003
272	0.02534207394
273	0.02523249538
274	0.02510743399
275	0.02489323951
276	0.02474864408
277	0.02464918486
278	0.02449409797
279	0.02434176984
280	0.02413033873
281	0.02399194384
282	0.02381937461
283	0.02366288221
284	0.02354455883
285	0.02344306708
286	0.02328592659
287	0.02314759181
288	0.02301656925
289	0.02291372992
290	0.02281670462
291	0.02270456827
292	0.02254816333
293	0.02242639512
294	0.02230733722
295	0.02218325791
296	0.02209379353
297	0.02197038435
298	0.02186313824
299	0.02169578712
300	0.0215558578
301	0.02142382975
302	0.02130545471
303	0.02120252025
304	0.02112279384
305	0.02098622712
306	0.02088458285
307	0.0207579257
308	0.02062414857
309	0.02048774893
310	0.02038313718
311	0.02028203725
312	0.02018014636
313	0.02002544825
314	0.01989582328
315	0.01980420225
316	0.01968994975
317	0.0196090958
318	0.01952429353
319	0.01941681048
320	0.01930985557
321	0.01920201363
322	0.01911052396
323	0.01902372949
324	0.01892935877
325	0.01883526592
